p10_annual_orec_exceedance,fixed_rec_price,bid_quantity_mwh,eligibility,renewable_technology,project_name,solicitation_name,generation_type,counterparty,developer_name,article_10_94c_case_number,county_province,project_status,contract_duration,zip_code,state_province,max_annual_contract_quantity,new_renewable_capacity_mw,data_through_date,bid_capacity_mw,georeference,permit_process,energy_storage_energy_capacity_mwh,energy_storage_power_capacity_mwac,second_article_10_or_94c_case_number,year_of_delivery_start_date,redc,nyiso_zone,index_rec_strike_price,interconnection_queue_number,type_of_existing,transmission_capacity_hvdc_,ptid,federal_permitting_mechanism,article_vii
,,41502,Tier 1,Solar,SunEast Transit Solar,RESRFP20-1,New,SunEast Transit Solar LLC,SunEast Development LLC,,Genesee,"Cancelled, subject to providing replacement contract security",20,14143,NY,49802,19.99,2024-01-30T00:00:00.000,19.99,POINT (-78.07613 43.00417),SEQR,,,,,Finger Lakes,West,59.25,"1,051",,,,,
,,394200,Tier 1,Solar,Harvest Hills Solar (Formerly Milliken Solar),RESRFP20-1,New,ConnectGen Cayuga County LLC,ConnectGen,,Cayuga,"Cancelled, subject to providing replacement contract security",20,13071,NY,473040,200,2024-01-30T00:00:00.000,200,POINT (-76.53266 42.667895),94-C,,,,,Central New York,Central,47.7,"1,088",,,,,
,,497130,Tier 1,Solar,Mill Point Solar,RESRFP20-1,New,ConnectGen Montgomery County LLC,ConnectGen,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=23-00034,Montgomery,"Cancelled, subject to providing replacement contract security",20,12072,NY,596556,250,2024-01-30T00:00:00.000,250,POINT (-74.36571 42.94743),94-C,,,,,Mohawk Valley,Mohawk Valley,44.55,"1,031",,,,,
,,40276,Tier 1,Solar,Dolan Solar,RESRFP20-1,New,"Dolan Solar, LLC",CS Energy,,Washington,"Cancelled, subject to providing replacement contract security",20,12828,NY,48331,19.99,2024-01-30T00:00:00.000,19.99,POINT (-73.5839133 43.2702767),SEQR,,,,,Capital Region,Capital,59.85,833,,,,,
,,39400,Tier 1,Solar,Hawthorn Solar,RESRFP20-1,New,"Hawthorn Solar, LLC",CS Energy,,Rensselaer,"Cancelled, subject to providing replacement contract security",20,12090,NY,47280,19.99,2024-01-30T00:00:00.000,19.99,POINT (-73.3526221 42.9020816),SEQR,,,,,Capital Region,Capital,60.45,832,,,,,
,,168718,Tier 1,Solar,Homer Solar Energy Center,RESRFP20-1,New,"Homer Solar Energy Center, LLC",EDF Renewables Development,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00976&CaseSearch=Search,Cortland,"Cancelled, subject to providing replacement contract security",20,13045,NY,202461,90,2024-01-30T00:00:00.000,90,POINT (-76.18184 42.600225),94-C,,,,,Central New York,Central,59.96,276,,,,,
,,183568,Tier 1,Solar,Moraine Solar Energy Center,RESRFP20-1,New,Moraine Solar Energy LLC,EDF Renewables Development,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-00024&CaseSearch=Search,Allegany,"Cancelled, subject to providing replacement contract security",20,14807,NY,220281,93.55,2024-01-30T00:00:00.000,93.55,POINT (-77.691555 42.39448),94-C,20,5,,,Western New York,Central,58.83,716,,,,,
,,37649,Tier 1,Solar,Somers Solar,RESRFP20-1,New,"Somers Solar, LLC",CS Energy,,Washington,"Cancelled, subject to providing replacement contract security",20,12828,NY,45179,19.99,2024-01-30T00:00:00.000,19.99,POINT (-73.5839133 43.2702767),SEQR,,,,,Capital Region,Capital,61.45,"1,015",,,,,
,,236634,Tier 1,Solar,Tracy Solar Energy Center,RESRFP20-1,New,"Tracy Solar Energy Center, LLC",EDF Renewables Development,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00962&CaseSearch=Search,Jefferson,"Cancelled, subject to providing replacement contract security",20,13656,NY,283960,119,2024-01-30T00:00:00.000,119,POINT (-75.965465 44.19553),94-C,20,5,,,North Country,Mohawk Valley,60.69,774,,,,,
,,258508,Tier 1,Solar,Alabama Solar Park,RESRFP20-1,New,"Alabama Solar Park, LLC",EDPR,,Genesee,Cancelled,20,14125,NY,310209,130,2024-01-30T00:00:00.000,130,POINT (-78.2716069 43.0667926),94-C,80,20,,,Finger Lakes,Genesee,,995,,,,,
,,928560,Tier 1,Solar,Cider Solar Farm,RESRFP20-1,New,Hecate Energy Cider Solar LLC,Hecate Energy,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01108,Genesee,"Cancelled, subject to providing replacement contract security",20,14058,NY,1114272,500,2024-01-30T00:00:00.000,500,POINT (-78.1866858 43.0803912),94-C,,,,,Finger Lakes,West,52.4,811,,,,,
,,40822,Tier 1,Solar,Clear View Solar,RESRFP20-1,New,Clear View Solar LLC,Oriden Power,,Steuben,Cancelled,20,14808,NY,48986,20,2024-01-30T00:00:00.000,19.99,POINT (-77.4742866 42.5552273),SEQR,,,,,Southern Tier,Central,43.23,"1,003",,,,,
,,31052,Tier 1,Solar,Great Gully Solar Farm (formerly Delight Farm),RESRFP20-1,New,"Great Gully Solar Farm, LLC",AES Distributed Energy,,Cayuga,Cancelled,20,13160,NY,37262,16.8,2024-01-30T00:00:00.000,16.8,POINT (-76.68782 42.841655),SEQR,,,,,Central New York,Central,,"1,060",,,,,
,,40626,Tier 1,Solar,Hatchery Solar,RESRFP20-1,New,Hatchery Solar LLC,Oriden Power,,Livingston,Cancelled,20,14423,NY,48751,19.99,2024-01-30T00:00:00.000,19.99,POINT (-77.8498331 42.9703172),SEQR,,,,,Finger Lakes,Central,43.64,932,,,,,
,,43603,Tier 1,Solar,Highbanks Solar,RESRFP20-1,New,Highbanks Solar LLC,Oriden Power,,Livingston,Cancelled,20,14510,NY,52323,19.99,2024-01-30T00:00:00.000,19.99,POINT (-77.87418 42.72316),SEQR,,,,,Finger Lakes,Central,41.77,863,,,,,
,,381936,Tier 1,Solar,Orleans Solar,RESRFP20-1,New,Orleans Solar LLC,Community Energy,,Orleans,Cancelled,20,14103,NY,458323,200,2024-01-30T00:00:00.000,200,POINT (-78.39127 43.21902),94-C,,,,,Finger Lakes,Genesee,,950,,,,,
,,5999,Tier 1,Hydroelectric,Chasm Falls,RESRFP20-1,Existing,Ampersand Chasm Falls Hydro LLC,Ampersand Hydro,,Franklin,Operational,20,12920,NY,7199,1.6,2024-01-30T00:00:00.000,1.6,POINT (-74.07652 44.925855),SEQR,,,,2022,North Country,North,55.75,,Return to Service,,5016,,
,,181332,Tier 1,Solar,Bear Ridge Solar,RESRFP21-1,New,"Bear Ridge Solar, LLC",Cypress Creek Renewables,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02104&CaseSearch=Search,Niagara,Cancelled,20,14094,NY,217598,100,2024-01-30T00:00:00.000,100,POINT (-78.69168 43.16942),94-C,,,,,Western New York,West,,704,,,,,
,,193596,Tier 1,Solar,SunEast Flat Creek Solar II,RESRFP21-1,New,SunEast Flat Creek Solar LLC,SunEast Development LLC,,Montgomery,Cancelled,20,12166,NY,232315,100,2024-01-30T00:00:00.000,100,POINT (-74.5107117 42.8898869),94-C,,,,,Mohawk Valley,Capital,,"1,115",,,,,
,,32167,Tier 1,Solar,SunEast Scipio Solar,RESRFP21-1,New,SunEast Scipio Solar LLC,SunEast Development LLC,,Cayuga,Cancelled,20,13147,NY,38600,18,2024-01-30T00:00:00.000,18,POINT (-76.55607 42.738835),SEQR,,,,,Central New York,Central,,590,,,,,
,,38369,Tier 1,Solar,Easton Solar Farm,RESRFP21-1,New,Easton Solar LLC,Boralex,,Washington,Cancelled,20,12834,NY,46042,20,2024-01-30T00:00:00.000,20,POINT (-73.50078 43.091155),SEQR,,,,,Capital Region,Capital,,"1,035",,,,,
,,41327,Tier 1,Solar,ELP Rotterdam Solar,RESRFP21-1,New,ELP Rotterdam Solar LLC,VC Renewables Holdings LLC,,Schenectady,Cancelled,20,12137,NY,49592,19.99,2024-01-30T00:00:00.000,19.99,POINT (-74.1391242 42.8267127),94-C,,,,,Capital Region,Capital,,"1,038",,,,,
,,35898,Tier 1,Solar,ELP Stuyvesant Solar,RESRFP21-1,New,ELP Stuyvesant Solar LLC,VC Renewables Holdings LLC,,Columbia,Cancelled,20,12173,NY,43077,19.99,2024-01-30T00:00:00.000,19.99,POINT (-73.78091 42.39024),SEQR,,,,,Capital Region,Capital,,"1,171",,,,,
,,75336,Tier 1,Solar,Foothills Solar Farm,RESRFP21-1,New,Foothills Solar LLC,Boralex,,Fulton,Cancelled,20,12117,NY,90403,40,2024-01-30T00:00:00.000,40,POINT (-74.2690485 43.1081085),94-C,,,,,Mohawk Valley,Capital,,"1,182",,,,,
,,473040,Tier 1,Solar,Fort Covington Solar Farm,RESRFP21-1,New,Fort Covington Solar LLC,Boralex,,Franklin,Cancelled,20,12937,NY,567648,250,2024-01-30T00:00:00.000,250,POINT (-74.4947386 44.9898559),94-C,308,77,,,North Country,North,,"1,183",,,,,
,,192720,Tier 1,Solar,Fort Edward Solar Farm,RESRFP21-1,New,Fort Edward Solar LLC,Boralex,,Washington,Cancelled,20,12828,NY,231264,100,2024-01-30T00:00:00.000,100,POINT (-73.5839133 43.2702767),94-C,,,,,Capital Region,Capital,,"1,042",,,,,
,,202356,Tier 1,Solar,Harvest Hills Solar 2,RESRFP21-1,New,ConnectGen Cayuga County LLC,ConnectGen,,Cayuga,Cancelled,20,13071,NY,242827,100,2024-01-30T00:00:00.000,100,POINT (-76.53266 42.667895),94-C,,,,,Central New York,Central,,"1,238",,,,,
,,197100,Tier 1,Solar,Mill Point Solar 2,RESRFP21-1,New,ConnectGen Montgomery County LLC,ConnectGen,,Montgomery,Cancelled,20,12072,NY,236520,100,2024-01-30T00:00:00.000,100,POINT (-74.36571 42.94743),94-C,,,,,Mohawk Valley,Mohawk Valley,,"1,231",,,,,
,,86198,Tier 1,Solar,Moss Ridge Solar,RESRFP21-1,New,"Moss Ridge Solar 1, LLC","New Leaf Energy, Inc.",,St Lawrence,Cancelled,20,13681,NY,103437,60,2024-01-30T00:00:00.000,60,POINT (-75.393365 44.41561),94-C,,,,,North Country,Mohawk Valley,,"1,150",,,,,
,,244842,Tier 1,Solar,Newport Solar Farm,RESRFP21-1,New,Newport Deerfield Solar LLC,Boralex,,Oneida,Cancelled,20,13502,NY,293810,130,2024-01-30T00:00:00.000,130,POINT (-75.2472726 43.1010822),94-C,,,,,Mohawk Valley,Mohawk Valley,,"1,178",,,,,
,,39397,Tier 1,Solar,Roosevelt Solar,RESRFP21-1,New,Emeren US LLC,Emeren Group Ltd.,,St Lawrence,Cancelled,20,13662,NY,47276,19.9,2024-01-30T00:00:00.000,19.9,POINT (-74.88778 44.93404),SEQR,8,2,,,North Country,North,,"1,212",,,,,
,,40296,Tier 1,Solar,Scotch Ridge Solar,RESRFP21-1,New,"Scotch Ridge Solar, LLC",Nexamp,,Schenectady,Cancelled,20,12056,NY,48355,20,2024-01-30T00:00:00.000,20,POINT (-74.1321236 42.7626158),94-C,,,,,Capital Region,Capital,,"1,227",,,,,
,,646926,Tier 1,Solar,Columbia Solar Energy Center,RESRFP21-1,New,"Columbia Solar Energy Center, LLC",EDF Renewables Development,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0639,Herkimer,Cancelled,20,13357,NY,776311,350,2024-01-30T00:00:00.000,350,POINT (-75.043565 43.014355),94-C,80,20,,,Mohawk Valley,Mohawk Valley,,857,,,,,
,,456221,Tier 1,Solar,Rich Road Solar Energy Center,RESRFP21-1,New,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64955&MNO=22-00031,St Lawrence,Cancelled,20,13617,NY,547465,240,2024-01-30T00:00:00.000,240,POINT (-75.1666049 44.5958034),94-C,80,20,,,North Country,Mohawk Valley,,800,,,,,
,,665322,Tier 1,Solar,Ridge View Solar Energy Center,RESRFP21-1,New,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0641,Niagara,Cancelled,20,14067,NY,798386,350,2024-01-30T00:00:00.000,350,POINT (-78.57407 43.195095),94-C,80,20,,,Western New York,West,,859,,,,,
,,41700,Tier 1,Solar,Stern Solar,RESRFP21-1,New,"Stern Solar, LLC",CS Energy,,Rensselaer,Cancelled,20,12154,NY,50040,19.99,2024-01-30T00:00:00.000,19.99,POINT (-73.585035 42.90228),SEQR,,,,,Capital Region,Capital,,"1,198",,,,,
,,299886,Tier 1,Solar,Yellow Barn Solar,RESRFP21-1,New,"Yellow Barn Solar, LLC",CS Energy,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64972&MNO=23-00048,Tompkins,Cancelled,20,14882,NY,359863,160,2024-01-30T00:00:00.000,160,POINT (-76.4983209 42.5355856),94-C,,,,,Southern Tier,Central,,"1,009",,,,,
,,174520,Tier 1,Solar,York Run Solar,RESRFP21-1,New,"York Run Solar, LLC",CS Energy,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64973&MNO=23-00049,Chautauqua,Cancelled,20,14701,NY,209424,90,2024-01-30T00:00:00.000,90,POINT (-79.238355 42.099115),94-C,,,,,Western New York,West,,"1,151",,,,,
,,183960,Tier 1,Solar,Alfred Oaks Solar,RESRFP21-1,New,"Alfred Oaks Solar, LLC",Northland Power,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64954&MNO=22-00030,Allegany,Cancelled,20,14806,NY,220752,100,2024-01-30T00:00:00.000,100,POINT (-77.7945 42.15764),94-C,40,20,,,Western New York,Central,,"1,096",,,,,
,,388944,Tier 1,Solar,Hemlock Ridge Solar,RESRFP22-1,New,Hemlock Ridge Solar LLC,AES Corporation,,Orleans,Under Development,20,14103,NY,466733,200,2024-01-30T00:00:00.000,200,POINT (-78.39127 43.21902),94-C,,,,2026,Finger Lakes,Genesee,,950,,,,,
,,257544,Tier 1,Solar,Oxbow Hill Solar,RESRFP22-1,New,Cypress Creek Renewables,Cypress Creek Renewables,,Madison,Cancelled,20,13035,NY,309053,140,2024-01-30T00:00:00.000,140,POINT (-75.85363 42.93284),94-C,,,,,Central New York,Mohawk Valley,,805,,,,,
,,201480,Tier 1,Solar,Riverside Solar,RESRFP22-1,New,"Riverside Solar, LLC",AES Corporation,,Jefferson,Under Development,20,13622,NY,241776,100,2024-01-30T00:00:00.000,100,POINT (-76.1369077 44.0657259),94-C,,,,2028,North Country,Mohawk Valley,,882,,,,,
,,226665,Tier 1,Solar,Somerset Solar,RESRFP22-1,New,"Somerset Solar, LLC",AES Corporation,,Niagara,Under Development,20,14012,NY,271998,125,2024-01-30T00:00:00.000,125,POINT (-78.55375 43.33009),94-C,,,,2026,Western New York,West,,"1,079",,,,,
,,42727,Tier 1,Solar,SunEast Hampton Corners Solar,RESRFP22-1,New,Cordelio Power,Cordelio Power,,Livingston,Cancelled,20,14462,NY,51272,19.99,2024-01-30T00:00:00.000,19.99,POINT (-77.7697987 42.6646563),94-C,,,,,Finger Lakes,West,,"1,092",,,,,
,,39926,Tier 1,Solar,SunEast Millers Grove Solar,RESRFP22-1,New,Cordelio Power,Cordelio Power,,Herkimer,Cancelled,20,13340,NY,47911,19.99,2024-01-30T00:00:00.000,19.99,POINT (-75.068965 43.033565),94-C,,,,,Mohawk Valley,Mohawk Valley,,"1,047",,,,,
,,41502,Tier 1,Solar,SunEast Morris Solar,RESRFP22-1,New,Cordelio Power,Cordelio Power,,St Lawrence,Cancelled,20,13642,NY,49802,19.99,2024-01-30T00:00:00.000,19.99,POINT (-75.467785 44.33556),94-C,,,,,North Country,Mohawk Valley,,"1,039",,,,,
,,33797,Tier 1,Solar,SunEast Niagara Solar,RESRFP22-1,New,Cordelio Power,Cordelio Power,,Wyoming,Under Development,20,14011,NY,40556,19.99,2024-01-30T00:00:00.000,19.99,POINT (-78.280085 42.86402),94-C,,,,2024,Finger Lakes,West,,592,,,,,
,,219504,Tier 1,Land Based Wind,Valcour Altona Windpark,RESRFP22-1,Existing,"Valcour Altona NewCo, LLC",AES Corporation,,Clinton,Under Development,20,12910,NY,263405,97.5,2024-01-30T00:00:00.000,97.5,POINT (-73.65417 44.888405),94-C,,,,2027,North Country,North,,,Repower,,323606,,
,,261473,Tier 1,Land Based Wind,Valcour Bliss Windpark,RESRFP22-1,Existing,"Valcour Bliss NewCo, LLC",AES Corporation,,Wyoming,Under Development,20,14024,NY,313768,100.5,2024-01-30T00:00:00.000,100.5,POINT (-78.254915 42.57816),94-C,,,,2027,Finger Lakes,West,,,Repower,,323608,,
,,260290,Tier 1,Land Based Wind,Valcour Chateaugay Windpark,RESRFP22-1,Existing,"Valcour Chateaugay NewCo, LLC",AES Corporation,,Clinton,Under Development,20,12923,NY,312348,106.5,2024-01-30T00:00:00.000,106.5,POINT (-73.9322061 44.9552406),94-C,,,,2027,North Country,North,,,Repower,,323614,,
,,226258,Tier 1,Land Based Wind,Valcour Clinton Windpark,RESRFP22-1,Existing,"Valcour Clinton NewCo, LLC",AES Corporation,,Clinton,Under Development,20,12923,NY,271510,100.5,2024-01-30T00:00:00.000,100.5,POINT (-73.9322061 44.9552406),94-C,,,,2027,North Country,North,,,Repower,,323605,,
,,214997,Tier 1,Land Based Wind,Valcour Ellenburg Windpark,RESRFP22-1,Existing,"Valcour Ellenburg NewCo, LLC",AES Corporation,,Clinton,Under Development,20,12923,NY,257996,81,2024-01-30T00:00:00.000,81,POINT (-73.9322061 44.9552406),94-C,,,,2027,North Country,North,,,Repower,,323604,,
,,334439,Tier 1,Land Based Wind,Valcour Wethersfield Windpark,RESRFP22-1,Existing,"Valcour Wethersfield NewCo, LLC",AES Corporation,,Wyoming,Under Development,20,14066,NY,401327,126,2024-01-30T00:00:00.000,126,POINT (-78.13412 42.64708),94-C,,,,2027,Finger Lakes,Central,,,Repower,,323626,,
,,268450,Tier 1,Solar,White Creek Solar,RESRFP22-1,New,White Creek Solar LLC,AES Corporation,,Livingston,Under Development,20,14533,NY,322140,135,2024-01-30T00:00:00.000,135,POINT (-77.8970984 42.8262),94-C,,,,2026,Finger Lakes,Genesee,,777,,,,,
,,42377,Tier 1,Solar,Clear View Solar,RESRFP22-1,New,Clear View Solar LLC,VC Renewables LLC,,Steuben,Under Development,20,14808,NY,50852,19.99,2024-01-30T00:00:00.000,19.99,POINT (-77.4742866 42.5552273),94-C,,,,2025,Southern Tier,Central,,"1,003",,,,,
,,40976,Tier 1,Solar,Hatchery Solar,RESRFP22-1,New,Hatchery Solar LLC,VC Renewables LLC,,Livingston,Under Development,20,14423,NY,49171,19.99,2024-01-30T00:00:00.000,19.99,POINT (-77.8498331 42.9703172),94-C,,,,2025,Finger Lakes,Central,,932,,,,,
,,283255,Tier 1,Solar,Stonewall Solar,RESRFP22-1,New,"Stonewall Solar, LLC",Nexamp,,Delaware,Under Development,20,13757,NY,339906,145,2024-01-30T00:00:00.000,145,POINT (-74.89129 42.42598),94-C,80,20,,2026,Southern Tier,Mohawk Valley,,"1,229",,,,,
,,731820,Tier 1,Solar,Mineral Basin Solar,RESRFP22-1,New,"Mineral Basin Solar Power, LLC",Swift Current Energy,,,Under Development,20,16830,Pennsylvania,878184,401.64,2024-01-30T00:00:00.000,401.64,POINT (-78.44163 41.025125),94-C,,,,2026,,Central,,"1,080",,,,,
,,224256,Tier 1,Solar,Gravel Road Solar,RESRFP22-1,New,"Gravel Road Solar, LLC",Delaware River Solar,,Seneca,Under Development,20,13148,NY,269107,128,2024-01-30T00:00:00.000,128,POINT (-76.795365 42.91278),94-C,,,,2026,Finger Lakes,Central,,"1,236",,,,,
,,919506,Tier 1,Land Based Wind,North Country Wind,RESRFP22-1,New,"NY North Country, LLC",Terra-Gen,,Franklin,Cancelled,20,12917,NY,1103407,298.2,2024-01-30T00:00:00.000,298.2,POINT (-74.169135 44.90472),94-C,,,,,North Country,North,,866,,,,,
,,17170,Tier 1,Hydroelectric,Dolgeville Hydro,RESRFP22-1,Existing,EONY Generation Limited,EONY Generation Limited,,Herkimer,Under Development,20,13329,NY,20604,5,2024-01-30T00:00:00.000,5,POINT (-74.77389 43.10185),,,,,,Mohawk Valley,Mohawk Valley,,,Return to Service,,23807,,
,20,2500,Maintenance,Maintenance Hydroelectric,Azure Mountain,RPS Maintenance,,,,,Franklin,Completed,10,12980,NY,2500,,2024-01-30T00:00:00.000,0.8,POINT (-74.5444923 44.6751788),,,,,2013,North Country,Mohawk Valley,,,,,,,
,26,128000,Maintenance,Maintenance Biomass,Boralex Chateaugay,RPS Maintenance,,,,,Franklin,Completed,10,12920,NY,128000,,2024-01-30T00:00:00.000,21,POINT (-74.07652 44.925855),,,,,2006,North Country,North,,,,,,,
,16,,Maintenance,Maintenance Biomass,Lyonsdale,RPS Maintenance,,,,,Lewis,Completed,7,13368,NY,,,2024-01-30T00:00:00.000,,POINT (-75.3653622 43.6197333),,,,,2008,North Country,Mohawk Valley,,,,,,,
,33.49,131238,Maintenance,Maintenance Biomass,Lyonsdale Biomass,RPS Maintenance,,,,,Lewis,Completed,3,13368,NY,131238,,2024-01-30T00:00:00.000,22,POINT (-75.3653622 43.6197333),,,,,2015,North Country,Mohawk Valley,,,,,,,
,7.4,2693,Tier 2,Hydroelectric,Baldwinsville,T2RFP21-1,,Erie Boulevard Hydropower LP,Brookfield Renewable Trading and Marketing LP,,Onondaga,Operational,3,13027,NY,2693,,2024-01-30T00:00:00.000,0.6,POINT (-76.29835 43.18518),,,,,2021,Central New York,Central,,,,,,,
,7.97,53598,Tier 2,Hydroelectric,Moose River Hydro,T2RFP21-1,,EONY Generation Limited,EONY Generation Limited,,Lewis,Operational,3,13368,NY,53598,,2024-01-30T00:00:00.000,12.2,POINT (-75.3653622 43.6197333),,,,,2021,North Country,Mohawk Valley,,,,,,,
,8,4075,Tier 2,Hydroelectric,Talcville,T2RFP21-1,,Erie Boulevard Hydropower LP,Brookfield Renewable Trading and Marketing LP,,St Lawrence,Operational,3,13635,NY,4075,,2024-01-30T00:00:00.000,1.1,POINT (-75.254482354 44.323997847),,,,,2021,North Country,Mohawk Valley,,,,,,,
,,10402500,Tier 4,https://chpexpress.com/,Champlain Hudson Power Express (CHPE),T4RFP21-1,,H.Q. Energy Services (U.S.) Inc.,"Transmission Developers, Inc. (backed by Blackstone) and Hydro-Qu�bec",,,Under Development,25,,,,,2024-01-30T00:00:00.000,,,Article 7,,,,2026,,,,,,1250.00,,https://chpexpress.com/overview-of-public-documents/permits/,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=10-T-0139
,,7870865,Tier 4,https://www.cleanpathny.com/,Clean Path NY (CPNY),T4RFP21-1,,Clean Path New York LLC,Forward Power (a joint venture of Invenergy and energyRe) and the New York Power Authority,,,Under Development,25,,,,,2024-01-30T00:00:00.000,,,Article 7,,1168,,2027,,,,,,1300.00,,https://www.cleanpathny.com/public-documents,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-T-0558
,22.57,1851,Maintenance,Maintenance Hydroelectric,Black Brook Hydro_October 2021 Award,Tier 2 - Maintenance,,,,,Clinton,Operational,3,12912,NY,1851,,2024-01-30T00:00:00.000,0.64,POINT (-73.67739 44.444075),,,,,2021,North Country,North,,,,,,,
,12.64,625,Maintenance,Maintenance Hydroelectric,Finger Lakes,Tier 2 - Maintenance,,,,,Tompkins,Completed,3,14850,NY,625,,2024-01-30T00:00:00.000,0.15,POINT (-76.5001 42.444575),,,,,2019,Southern Tier,Central,,,,,,,
,11.62,1897,Maintenance,Maintenance Hydroelectric,Kayuta Lake Hydro,Tier 2 - Maintenance,,,,,Oneida,Completed,3,13338,NY,1897,,2024-01-30T00:00:00.000,0.46,POINT (-75.202225 43.43901),,,,,2018,Mohawk Valley,Mohawk Valley,,,,,,,
,18.88,1681,Maintenance,Maintenance Hydroelectric,Kayuta Lake Hydro _July 2021 Award,Tier 2 - Maintenance,,,,,Oneida,Operational,3,13338,NY,1681,,2024-01-30T00:00:00.000,0.46,POINT (-75.202225 43.43901),,,,,2022,Mohawk Valley,Mohawk Valley,,,,,,,
,,,Maintenance,Maintenance Hydroelectric,Long Falls - Ampersand,Tier 2 - Maintenance,,,,,Jefferson,Under Development,3,13619,NY,8006,,2024-01-30T00:00:00.000,0.33,POINT (-75.6114334 43.9800463),,,,,,North Country,Mohawk Valley,,,,,,,
,7.8,42590,Maintenance,Maintenance Hydroelectric,Lyons Falls Hydro,Tier 2 - Maintenance,,,,,Lewis,Completed,3,13368,NY,42590,,2024-01-30T00:00:00.000,8.59,POINT (-75.3653622 43.6197333),,,,,2019,North Country,Mohawk Valley,,,,,23570,,
